#node	identifier	domain_summary_url	annotation	other_names_and_aliases
UM00084.1	5270.UM00084P0	https://smart.embl.de/smart/DDvec.cgi?smart=881:Pfam_HECT(660|851)+	Chromosome 1, whole genome shotgun sequence	23561485	A0A0D1CZF4	A0A0D1CZF4_USTMA	Chromosome 1, whole genome shotgun sequence	EAK81469.1	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4PIH9_USTMA	UM00084	UM00084	UM00084	UM00084	UM00084.1	UM00084.1	UM00084P0	UM00084P0	UM00084P0	UM00084T0	UM00084T0	UM00084T0	UMAG_00084	UPI00003C1011	XM_751138	XM_751138.1	XP_011386051	XP_011386051.1	XP_756231	XP_756231.1	uma:UMAG_00084
UM00168.1	5270.UM00168P0	https://smart.embl.de/smart/DDvec.cgi?smart=1095:FCH(57|143)+SH3(1034|1095)+	Chromosome 1, whole genome shotgun sequence	23561546	A0A0D1EBL3	A0A0D1EBL3_USTMA	Chromosome 1, whole genome shotgun sequence	EAK81553.1	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4PI95_USTMA	UM00168	UM00168	UM00168	UM00168	UM00168.1	UM00168.1	UM00168P0	UM00168P0	UM00168P0	UM00168T0	UM00168T0	UM00168T0	UMAG_00168	UPI00003C1065	XM_751222	XM_751222.1	XP_011386113	XP_011386113.1	XP_756315	XP_756315.1	uma:UMAG_00168
UM00248.1	5270.UM00248P0	https://smart.embl.de/smart/DDvec.cgi?smart=1250:Pfam_Ndc80_HEC(118|274)+COIL(309|347)+COIL(377|449)+COIL(528|596)+Pfam_CAP_N(749|1087)+CARP(1122|1159)+CARP(1160|1197)+	Chromosome 1, whole genome shotgun sequence; Adenylyl cyclase-associated protein	23566907	A0A0D1CZX4	A0A0D1CZX4_USTMA	Adenylyl cyclase-associated protein	Adenylyl cyclase-associated protein	Adenylyl cyclase-associated protein	Chromosome 1, whole genome shotgun sequence	EAK81006.1	Q4PI15_USTMA	UM00248	UM00248	UM00248	UM00248	UM00248.1	UM00248.1	UM00248P0	UM00248P0	UM00248P0	UM00248T0	UM00248T0	UM00248T0	UMAG_10958	UPI00003C10B5	XM_751302	XM_751302.1	XP_011386707	XP_011386707.1	XP_756395	XP_756395.1	uma:UMAG_10958
UM00295.1	5270.UM00295P0	https://smart.embl.de/smart/DDvec.cgi?smart=191:RHO(6|179)+	Chromosome 1, whole genome shotgun sequence; CC42_CANAL CELL DIVISION CONTROL PROTEIN 42 HOMOLOGGTP binding protein Cdc42; Belongs to the small GTPase superfamily. Rho family	23561640	A0A0D1CFT4	A0A0D1CFT4_USTMA	AAM73880.1	AF463452	Chromosome 1, whole genome shotgun sequence	EAK81280.1	F5H9H7_USTMA	UM00295	UM00295	UM00295	UM00295	UM00295.1	UM00295.1	UM00295P0	UM00295P0	UM00295P0	UM00295T0	UM00295T0	UM00295T0	UMAG_00295	UPI000006A7CE	XM_751349	XM_751349.1	XP_011386207	XP_011386207.1	XP_756442	XP_756442.1	uma:UMAG_00295
UM00356.1	5270.UM00356P0	https://smart.embl.de/smart/DDvec.cgi?smart=1325:ANK(104|133)+ANK(157|186)+ANK(190|219)+DIL(767|874)+	Chromosome 1, whole genome shotgun sequence	23561681	A0A0D1E7S8	A0A0D1E7S8_USTMA	Chromosome 1, whole genome shotgun sequence	EAK81174.1	Hypothetical protein	Q4PHQ7_USTMA	UM00356	UM00356	UM00356	UM00356	UM00356.1	UM00356.1	UM00356P0	UM00356P0	UM00356P0	UM00356T0	UM00356T0	UM00356T0	UMAG_00356	UPI00003C1120	XM_751410	XM_751410.1	XP_011386248	XP_011386248.1	XP_756503	XP_756503.1	hypothetical protein	hypothetical protein	uma:UMAG_00356
UM00471.1	5270.UM00471P0	https://smart.embl.de/smart/DDvec.cgi?smart=439:Pfam_Pkinase_Tyr(201|436)+	Chromosome 1, whole genome shotgun sequence; Belongs to the protein kinase superfamily	23566188	A0A0D1E894	A0A0D1E894_USTMA	Chromosome 1, whole genome shotgun sequence	EAK81382.1	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4PHE2_USTMA	UM00471	UM00471	UM00471	UM00471	UM00471.1	UM00471.1	UM00471P0	UM00471P0	UM00471P0	UM00471T0	UM00471T0	UM00471T0	UMAG_10119	UPI00003C1193	XM_751525	XM_751525.1	XP_011386675	XP_011386675.1	XP_756618	XP_756618.1	uma:UMAG_10119
UM00582.1	5270.UM00582P0	https://smart.embl.de/smart/DDvec.cgi?smart=1045:ENTH(20|143)+COIL(301|417)+COIL(470|578)+ILWEQ(843|1042)+	Chromosome 1, whole genome shotgun sequence	23561841	A0A0D1E8M4	A0A0D1E8M4_USTMA	Chromosome 1, whole genome shotgun sequence	EAK81231.1	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4PH31_USTMA	UM00582	UM00582	UM00582	UM00582	UM00582.1	UM00582.1	UM00582P0	UM00582P0	UM00582P0	UM00582T0	UM00582T0	UM00582T0	UMAG_00582	UPI00003C11FF	XM_751636	XM_751636.1	XP_011386408	XP_011386408.1	XP_756729	XP_756729.1	uma:UMAG_00582
UM00607.1	5270.UM00607P0	https://smart.embl.de/smart/DDvec.cgi?smart=300:COIL(57|79)+Pfam_Phosducin(136|250)+	Chromosome 1, whole genome shotgun sequence	23561863	A0A0D1ED91	A0A0D1ED91_USTMA	Chromosome 1, whole genome shotgun sequence	EAK80876.1	Hypothetical protein	Q4PH06_USTMA	UM00607	UM00607	UM00607	UM00607	UM00607.1	UM00607.1	UM00607P0	UM00607P0	UM00607P0	UM00607T0	UM00607T0	UM00607T0	UMAG_00607	UPI00003C1218	XM_751661	XM_751661.1	XP_011386430	XP_011386430.1	XP_756754	XP_756754.1	hypothetical protein	hypothetical protein	uma:UMAG_00607
UM00645.1	5270.UM00645P0	https://smart.embl.de/smart/DDvec.cgi?smart=987:COIL(177|212)+COIL(397|424)+RhoGAP(541|717)+	Chromosome 1, whole genome shotgun sequence	23561888	A0A0D1EDE4	A0A0D1EDE4_USTMA	Chromosome 1, whole genome shotgun sequence	EAK81074.1	Hypothetical protein	Q4PGW8_USTMA	UM00645	UM00645	UM00645	UM00645	UM00645.1	UM00645.1	UM00645P0	UM00645P0	UM00645P0	UM00645T0	UM00645T0	UM00645T0	UMAG_00645	UPI00003C123E	XM_751699	XM_751699.1	XP_011386455	XP_011386455.1	XP_756792	XP_756792.1	hypothetical protein	hypothetical protein	uma:UMAG_00645
UM00736.1	5270.UM00736P0	https://smart.embl.de/smart/DDvec.cgi?smart=1592:LRR(655|678)+LRR(724|747)+Pfam_RhoGEF(1159|1427)+	Chromosome 1, whole genome shotgun sequence	23561951	A0A0D1E902	A0A0D1E902_USTMA	Chromosome 1, whole genome shotgun sequence	EAK80841.1	Hypothetical protein	Q4PGM7_USTMA	UM00736	UM00736	UM00736	UM00736	UM00736.1	UM00736.1	UM00736P0	UM00736P0	UM00736P0	UM00736T0	UM00736T0	UM00736T0	UMAG_00736	UPI00003C1297	XM_751790	XM_751790.1	XP_011386518	XP_011386518.1	XP_756883	XP_756883.1	hypothetical protein	hypothetical protein	uma:UMAG_00736
